longitude,latitude,
-34.9297891,-8.100431,
-34.8847649,-8.0265437,
-34.8847206,-8.0330859,
-34.9325189,-8.0625997,
-34.9577343,-8.1113766,
-34.886165,-8.05088,
-34.9118337,-8.1429006,
-34.9260501,-8.0547361,
-34.9212925,-8.0212298,
-34.9227583,-8.1175875,
-34.9257208,-8.0294566,
-34.9227087,-8.0496563,
-34.902053,-8.1374044,
-34.8814181,-8.0304127,
-34.931965,-8.0876375,
-34.8928584,-8.0283783,
-34.8927578,-8.0287993,
-34.9134987,-8.0637988,
-34.9177983,-8.0259182,
-34.9130461,-8.0467064,
-34.9368869,-8.1317176,
-34.9625301,-8.036411,
-34.9312241,-8.0522537,
-34.8899422,-8.0334909,
-34.917176,-8.1384512,
-34.9143228,-8.0904172,
-34.8895419,-8.0224675,
-34.8898758,-8.0275895,
-34.950314,-8.1246825,
-34.8838824,-8.0709359,
-34.8973498,-8.031248,
-34.882713,-8.0567067,
-34.8958692,-8.1155774,
-34.9331599,-8.0213945,
-34.9063881,-8.1150085,
-34.9134269,-8.0262522,
-34.8782739,-8.071706,
-34.8873324,-8.0518135,
-34.9333752,-8.0435466,
-34.9288899,-8.0611736,
-34.8984978,-8.0408676,
-34.9405313,-8.0470304,
-34.919024,-8.0477767,
-34.9153233,-8.0758116,
-34.8813021,-8.0540669,
-34.9013758,-8.1244488,
-34.888017,-8.0104425,
-34.9000796,-8.0303218,
-34.8736504,-8.0209297,
-34.9119115,-8.1215864,
-34.9337018,-8.0118807,
-34.9165691,-7.9788377,
-34.8753168,-8.0452895,
-34.9347103,-8.0111158,
-34.9096866,-8.0589136,
-34.9406648,-8.0375371,
-34.8857144,-8.0865999,
-34.950546,-8.0911182,
-34.905786,-8.0138455,
-34.8860087,-8.0956558,
-34.8708683,-8.0389129,
-34.8783638,-8.063812,
-34.9565917,-8.0255564,
-34.9178968,-8.0293743,
-34.8799925,-8.0630293,
-34.9197865,-8.0079577,
-34.9063674,-8.05751,
-34.8957532,-8.0518606,
-34.8946327,-8.1140187,
-34.9252796,-8.0606,
-34.8990194,-8.062613,
-34.9184487,-8.0234954,
-34.9339425,-8.0432206,
-34.8980203,-8.077879,
-34.9313515,-8.0870772,
-34.8991455,-8.1139058,
-34.91303,-8.1143267,
-34.901526,-8.1244687,
-34.8930073,-8.0275722,
-34.873057,-8.0505453,
-34.924365,-8.0607666,
-34.9244729,-8.0486743,
-34.9329293,-8.062783,
-34.9156344,-8.0807404,
-34.8922811,-8.031007,
-34.8896974,-8.0665514,
-34.928112,-8.0999557,
-34.8837402,-8.0887515,
-34.9176528,-8.048916,
-34.9287128,-8.1405502,
-34.8958826,-8.0344988,
-34.9143308,-8.0904066,
-34.8904699,-8.007218,
-34.9244884,-8.0620819,
-34.9536493,-8.0463731,
-34.9111035,-8.1045263,
-34.9079593,-8.139439,
-34.9323439,-8.0501709,
-34.8870454,-8.084922,
-34.9068166,-8.0531473,
-34.9217927,-8.0516873,
-34.9124627,-8.1329934,
-34.902631,-8.1323827,
-34.9312113,-8.0869524,
-34.9227691,-8.1072634,
-34.9086285,-8.0534826,
-34.8856439,-8.0599314,
-34.9123943,-8.1115651,
-34.8879352,-8.0325069,
-34.9054474,-8.0262217,
-34.8967731,-8.0271367,
-34.8872767,-8.1001774,
-34.8754549,-8.0699427,
-34.9419469,-8.1177627,
-34.9320281,-8.0217345,
-34.8971754,-8.0238725,
-34.9528661,-8.0901623,
-34.9075831,-8.0616988,
-34.8951209,-8.0357896,
-34.9629311,-8.0873129,
-34.9236542,-8.0670639,
-34.8989484,-8.056382,
-34.9008903,-8.1180973,
-34.9463645,-8.0159418,
-34.8814791,-8.0313755,
-34.912346,-8.0985403,
-34.9005818,-8.0619092,
-34.8879164,-8.1016711,
-34.880527,-8.0524761,
-34.9053052,-8.0343395,
-34.9332833,-8.0895541,
-34.8960248,-8.0643711,
-34.881274,-8.0708761,
-34.8743364,-8.0230438,
-34.9096343,-8.0621961,
-34.9237642,-8.0056257,
-34.9087304,-8.1139178,
-34.9273335,-8.1057624,
-34.9239492,-8.0554877,
-34.9101412,-8.0803022,
-34.9124908,-8.0238752,
-34.8969153,-8.0328708,
-34.8933023,-8.0379541,
-34.8992059,-8.0519051,
-34.9047822,-8.0228446,
-34.927068,-8.1079253,
-34.87886,-8.0395184,
-34.9612212,-8.0346967,
-34.9085051,-8.0426284,
-34.9434918,-8.1200198,
-34.9303865,-8.0636753,
-34.9594268,-8.082347,
-34.8910493,-8.0824107,
-34.9306065,-8.0703171,
-34.9091756,-8.061965,
-34.9229273,-8.0536871,
-34.9146152,-8.0473398,
-34.8979814,-8.0269175,
-34.8947507,-8.051281,
-34.8980324,-8.0315056,
-34.889442,-8.0362749,
-34.8882571,-8.1004921,
-34.9341349,-8.0632942,
-34.918391,-8.0750992,
-34.9136992,-8.1191223,
-34.9204302,-8.061811,
-34.9102861,-8.0537522,
-34.9145803,-8.0657414,
-34.9024701,-8.1167564,
-34.8903264,-8.0455856,
-34.9087706,-8.0802637,
-34.9086607,-8.0409951,
-34.8982376,-8.0585073,
-34.9116882,-8.055736,
-34.924829,-8.0726142,
-34.9307252,-8.0854839,
-34.8910131,-8.0585956,
-34.9026264,-8.0321059,
-34.8921101,-8.0310169,
-34.9080458,-8.008135,
-34.9032104,-8.0277635,
-34.9385633,-8.0587948,
-34.9329722,-8.0121251,
-34.9263632,-8.0623209,
-34.9215567,-8.0341536,
-34.8918808,-8.0429551,
-34.9361634,-8.0975379,
-34.9152803,-8.0222391,
-34.8856473,-8.0865773,
-34.8972023,-8.0324272,
-34.9096544,-8.0965029,
-34.9127906,-8.0121204,
-34.9441785,-8.0933701,
-34.9244106,-8.0107014,
-34.9209398,-8.0347325,
-34.8708254,-8.0361614,
-34.8944288,-8.018441,
-34.9081175,-8.1356865,
-34.8876858,-8.0077904,
-34.9223855,-8.0337472,
-34.9216291,-8.0614737,
-34.9209183,-8.0615906,
-34.8929074,-8.0481299,
-34.9339116,-8.1107194,
-34.8805457,-8.0463917,
-34.9053508,-8.058077,
-34.8917748,-8.0335865,
-34.9242926,-8.1128769,
-34.8919129,-8.0169484,
-34.9270177,-8.0646366,
-34.8901916,-8.0575207,
-34.9293566,-8.1128079,
-34.8970789,-8.0650456,
-34.9235201,-8.1063712,
-34.8883516,-8.1051245,
-34.9008393,-8.1295257,
-34.9471162,-8.0826444,
-34.9657025,-8.0814766,
-34.9355364,-8.135792,
-34.938283,-8.0408304,
-34.9288416,-8.0712121,
-34.9531431,-8.0900208,
-34.9178553,-8.0264674,
-34.9267226,-8.0471473,
-34.8882812,-8.0426098,
-34.9090576,-8.0773306,
-34.9083408,-8.1335988,
-34.913785,-8.0161144,
-34.9453948,-8.0412527,
-34.8726553,-8.041491,
-34.8799315,-8.0284971,
-34.8761845,-8.046466,
-34.9286827,-8.0848797,
-34.8874336,-8.0349556,
-34.8914301,-8.1091023,
-34.8865505,-8.0407208,
-34.9519321,-8.0880027,
-34.8952925,-8.0863595,
-34.9082469,-8.0701883,
-34.9024031,-8.0315534,
-34.9252796,-8.1145498,
-34.8985239,-8.0576163,
-34.8784094,-8.0495083,
-34.8701441,-8.0359117,
-34.9195397,-8.0238008,
-34.9302739,-8.0875837,
-34.9304187,-8.0512491,
-34.9490467,-8.0838507,
-34.920797,-8.0810086,
-34.9556932,-8.0358646,
-34.908727,-8.080283,
-34.8980927,-8.0566775,
-34.9562538,-8.090704,
-34.8847353,-8.0424637,
-34.946689,-8.1346317,
-34.9062037,-8.118161,
-34.9286163,-8.0973905,
-34.9046052,-8.0374309,
-34.91776,-8.0523765,
-34.9311201,-8.0701007,
-34.9166925,-8.0490621,
-34.8974933,-8.0026775,
-34.9126679,-8.0355233,
-34.8774236,-8.0320049,
-34.8918486,-8.0725452,
-34.9201351,-8.0358719,
-34.8830616,-8.0237131,
-34.903311,-8.1412538,
-34.9182663,-8.0211276,
-34.899057,-8.1216262,
-34.9066329,-8.047215,
-34.8919015,-8.0330407,
-34.9142075,-8.1212837,
-34.9141391,-8.036674,
-34.8917091,-8.0474062,
-34.8854327,-8.1019526,
-34.933455,-8.0436721,
-34.9381039,-8.0632231,
-34.9331224,-8.0818292,
-34.905501,-8.0598086,
-34.8966175,-8.0516355,
-34.8921557,-8.0214868,
-34.9295282,-8.0900985,
-34.8941392,-8.0798534,
-34.906419,-8.1108362,
-34.9366951,-8.1100463,
-34.8898396,-8.0667811,
-34.8854086,-8.0722185,
-34.9221173,-8.0452178,
-34.9218464,-8.0207305,
